modelrun_id,modelrun_alias,geography,area_detail,year,jobs,job_spaces,job_spaces_vacant,job_spaces_vacant_percent,jobs_office,job_spaces_office,job_spaces_office_vacant,job_spaces_office_vacant_percent
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,HRA,2023,1383409.0,2076300.6,1384519.4000000006,0.666820305306467,796915.0,419589.9999999999,26427.599999999995,0.06298434185752759
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,TRA,2023,1971425.0,2017280.9999999998,1000567.3999999999,0.4959980290301649,1112302.0,620779.4,58216.0,0.09377888505965243
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,HRAandTRA,2023,584581.0,687986.9999999999,388201.7999999999,0.5642574641672008,313437.0,170461.2,11774.2,0.06907261007196945
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,GG,2023,2868491.0,2824707.9999999995,1352955.1999999995,0.4789717025618222,1528501.0,843711.6,76266.00000000001,0.09039344723955439
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,nonGG,2023,1232078.0,2671733.2,2039423.5999999996,0.7633335544132923,620779.0,350531.7999999999,31856.00000000001,0.09087905861893278
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,PBA50GG,2023,2466810.0,2382918.7999999993,1123354.7999999993,0.4714196723782613,1411331.0,775354.9999999999,68238.20000000001,0.08800897653332992
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,PBA50nonGG,2023,1633759.0,3113522.4,2269023.9999999986,0.7287643088740903,737949.0,418888.4000000002,39883.79999999999,0.09521342677429112
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,GG_nonPDA,2023,898814.0,1165100.6,701952.2000000002,0.6024820517644572,410065.0,223933.80000000002,16229.199999999995,0.07247320413443613
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,PDA,2023,1969677.0,1659607.4000000001,651003.0000000001,0.3922632545504437,1118436.0,619777.7999999999,60036.80000000002,0.09686826472326053
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,EPC_18,2023,1072315.0,1028850.4,470869.60000000003,0.4576657597644906,586428.0,329596.79999999993,33137.0,0.10053799066010352
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,nonEPC_18,2023,3028254.0,4467590.8,2921509.199999999,0.653933927878981,1562852.0,864646.5999999996,74984.99999999999,0.08672329249892385
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,EPC_22,2023,945850.0,911872.4,423362.39999999997,0.46427811610484093,519526.0,286464.39999999997,29687.000000000004,0.10363242343551243
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,nonEPC_22,2023,3154719.0,4584568.800000001,2969016.4,0.6476108287435886,1629754.0,907778.9999999998,78435.00000000003,0.0864031884412396
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,PPA,2023,247669.0,148414.4,18535.0,0.12488680343686327,48015.0,23072.800000000003,362.80000000000007,0.015724142713498146
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,Region,2023,4100569.0,5496441.200000002,3392378.800000001,0.6171955046112383,2149280.0,1194243.3999999997,108121.99999999991,0.09053598286580436
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,No Project,misc area types,TOC,2023,1791192.0,1680274.5999999999,765794.1999999997,0.4557553866493011,1059367.0,590176.6000000001,60810.4,0.10303763314235094
