modelrun_id,modelrun_alias,county,total_households,total_jobs,hh_growth,jobs_growth,hh_share_of_growth,jobs_share_of_growth
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Sonoma,208608.93402880826,268710.12010388315,19563.67831089854,52938.04647036124,0.02087568594668752,0.039708857825162404
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,Alameda,603779.2504189407,896349.0060664299,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,Contra Costa,403349.0850082645,414013.26900016854,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,Marin,107721.07007357705,126423.0754160161,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,Napa,50843.15072887862,67022.40247853984,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,San Francisco,407111.6346599319,740261.1068997106,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,San Mateo,288092.1088827123,415871.13435043284,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,Santa Clara,662513.9292800567,1100435.6948574435,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,Solano,146225.11522972802,126316.6372977369,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2023 Draft Blueprint,Sonoma,189045.25571790972,215772.0736335219,,,,
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Alameda,813256.2221344828,1070314.0974127562,209476.97171554214,173965.09134632628,0.2235252187805961,0.13049131086996688
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Contra Costa,504893.4322781231,497395.7384162944,101544.34726985858,83382.46941612585,0.10835426086954413,0.06254523625101385
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Marin,145285.7468792023,120989.04478231064,37564.67680562526,-5434.030633705464,0.04008389338758415,-0.0040760693723784665
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Napa,72062.60285888845,64414.8523387516,21219.452130009828,-2607.5501397882326,0.022642501659827653,-0.0019559247965601537
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,San Francisco,551921.3614453323,964415.1718597107,144809.72678540042,224154.0649600001,0.15452116572135546,0.16813808763064703
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,San Mateo,389575.6594931765,618945.9735789575,101483.55061046418,203074.83922852465,0.10828938697681516,0.15232654879525953
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Santa Clara,917248.713930347,1665232.919929883,254734.78465029027,564797.2250724395,0.27181817649772494,0.4236547097181675
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Solano,188962.1132095364,151447.3775826198,42736.997979808366,25130.740284882908,0.04560308823078996,0.018850582134197276
PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Sonoma,212626.1477709115,282463.8240987159,23580.892053001793,66691.750465194,0.025162307875762412,0.05002551876968659
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,Alameda,603779.2504189407,896349.0060664299,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,Contra Costa,403349.0850082645,414013.26900016854,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,Marin,107721.07007357705,126423.0754160161,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,Napa,50843.15072887862,67022.40247853984,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,San Francisco,407111.6346599319,740261.1068997106,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,San Mateo,288092.1088827123,415871.13435043284,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,Santa Clara,662513.9292800567,1100435.6948574435,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,Solano,146225.11522972802,126316.6372977369,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 Final Blueprint,Sonoma,189045.25571790972,215772.0736335219,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,Alameda,840886.1059750738,1108908.9263433209,237106.8555561331,212559.92027689097,0.25300805777607854,0.1594413133157182
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,Contra Costa,492199.51309177344,526311.9988540229,88850.42808350892,112298.7298538544,0.09480904375057098,0.08423533913760219
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,Marin,130961.0672677463,126377.50078444314,23239.99719416925,-45.57463157296297,0.024798551433812325,-3.4185556253538015e-05
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,Napa,56242.225802319525,72471.37214018722,5399.075073440901,5448.969661647381,0.0057611556397833864,0.004087275145468786
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,San Francisco,578865.9257207711,959841.7950305782,171754.2910608392,219580.68813086755,0.18327272526172297,0.1647075951512807
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,San Mateo,394498.95523056824,593024.4342623778,106406.84634785593,177153.29991194495,0.11354285587990993,0.1328827878716729
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,Santa Clara,935076.0268229671,1620722.0492218048,272562.0975429104,520286.3543643614,0.2908410503819448,0.3902670810754892
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,Solano,153019.3530669768,159625.68215597546,6794.237837248773,33309.04485823856,0.007249882822827525,0.02498513290074426
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,Sonoma,214082.82702180409,268335.24120728974,25037.571303894365,52563.16757376783,0.026716677053349482,0.03942766095827733
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,Alameda,603779.2504189407,896349.0060664299,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,Contra Costa,403349.0850082645,414013.26900016854,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,Marin,107721.07007357705,126423.0754160161,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,Napa,50843.15072887862,67022.40247853984,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,San Francisco,407111.6346599319,740261.1068997106,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,San Mateo,288092.1088827123,415871.13435043284,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,Santa Clara,662513.9292800567,1100435.6948574435,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,Solano,146225.11522972802,126316.6372977369,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,Sonoma,189045.25571790972,215772.0736335219,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,Alameda,845248.8001313627,1115910.0559138919,241469.54971242207,219561.04984746198,0.2576633292255892,0.16469286446407783
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,Contra Costa,487458.3760044934,538566.4284666895,84109.29099622887,124553.159466521,0.08974994968393452,0.09342739354199502
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,Marin,131978.01993581047,124735.2406571402,24256.94986223342,-1687.8347588759061,0.025883704449711536,-0.0012660457825940858
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,Napa,55905.84802575172,80068.18877846502,5062.697296873099,13045.786299925181,0.0054022192111894555,0.00978565149152632
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,San Francisco,574373.5611733764,926345.4204746529,167261.92651344452,186084.3135749423,0.17847908727815415,0.13958194614108688
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,San Mateo,395155.6999333435,571664.8409487535,107063.59105063119,155793.70659832068,0.11424364414397832,0.11686094515843895
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,Santa Clara,940672.9193993692,1620815.8950424087,278158.9901193124,520380.2001849653,0.2968132898476299,0.3903374748772311
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,Solano,152745.62182053766,177512.84404707552,6520.506590809644,51196.20674933861,0.006957794216398372,0.038402302890706445
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,Sonoma,212293.1535759554,280000.0856709231,23247.897858045675,64228.012037401204,0.024806981943414533,0.04817746721753139
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,Alameda,603779.2504189407,896349.0060664299,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,Contra Costa,403349.0850082645,414013.26900016854,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,Marin,107721.07007357705,126423.0754160161,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,Napa,50843.15072887862,67022.40247853984,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,San Francisco,407111.6346599319,740261.1068997106,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,San Mateo,288092.1088827123,415871.13435043284,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,Santa Clara,662513.9292800567,1100435.6948574435,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,Solano,146225.11522972802,126316.6372977369,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,Sonoma,189045.25571790972,215772.0736335219,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,Alameda,831346.5999761733,1136568.8190302395,227567.34955723258,240219.81296380959,0.242828799655245,0.18018901406019197
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,Contra Costa,513633.94366117,533943.1448413238,110284.8586529055,119929.8758411553,0.11768094104421697,0.08995946594727672
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,Marin,120019.53435858942,139025.603389576,12298.464285012364,12602.527973559889,0.013123241650188383,0.009453163176693754
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,Napa,55140.97376835904,70879.24991920993,4297.8230394804195,3856.847440670099,0.004586049852222827,0.0028930233902880425
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,San Francisco,511308.8484413992,1023905.8631563411,104197.21378146735,283644.7562566305,0.11118503774466672,0.21276208795036267
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,San Mateo,387036.31073545804,598395.2865307308,98944.20185274573,182524.15218029794,0.1055797407470614,0.13691146711739055
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,Santa Clara,1006737.2164940629,1542742.0525912081,344223.2872140062,442306.3577337647,0.367308086200379,0.3317742426375491
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,Solano,153281.20203350304,143440.05142352474,7056.086803775019,17123.414125787836,0.007529292282735759,0.01284428237039263
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,Sonoma,217327.37053128536,246718.92911784604,28282.114813375636,30946.85548432413,0.030178810823283848,0.02321325334985465
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,Alameda,603779.2504189407,896349.0060664299,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,Contra Costa,403349.0850082645,414013.26900016854,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,Marin,107721.07007357705,126423.0754160161,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,Napa,50843.15072887862,67022.40247853984,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,San Francisco,407111.6346599319,740261.1068997106,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,San Mateo,288092.1088827123,415871.13435043284,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,Santa Clara,662513.9292800567,1100435.6948574435,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,Solano,146225.11522972802,126316.6372977369,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2023 Final Blueprint,Sonoma,189045.25571790972,215772.0736335219,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,Alameda,822266.8897952213,1131622.0700679282,218487.6393762806,235273.06400149828,0.2331401728432359,0.17647845493800823
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,Contra Costa,508158.096556552,533087.7469098666,104809.01154828747,119074.47790969803,0.1118378647764784,0.08931783148758447
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,Marin,122441.61074694402,138047.51112576824,14720.540673366966,11624.435709752142,0.01570775082165695,0.008719495630703407
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,Napa,55616.168301596765,70944.38875197903,4773.017572718141,3921.9862734391936,0.005093112567209674,0.0029418840646382614
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,San Francisco,514536.09750857,1025961.2360932727,107424.46284863813,285700.1291935621,0.11462871724743524,0.21430382432282213
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,San Mateo,394763.74268946657,604304.2253636341,106671.63380675425,188433.09101320122,0.11382540089760759,0.14134376539165172
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,Santa Clara,1010200.3154943298,1540100.7361969748,347686.38621427305,439665.0413395313,0.3710034325449153,0.32979298975492527
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,Solano,155021.9403159582,143576.333852918,8796.82508623018,17259.6965551811,0.00938677046870994,0.012946507895769259
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69_no_ubi,2050 Final Blueprint,Sonoma,212827.1385913613,247974.75163765793,23781.88287345157,32202.678004136018,0.025376777832750996,0.02415524651389721
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,Alameda,603779.2504189407,896349.0060664299,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,Contra Costa,403349.0850082645,414013.26900016854,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,Marin,107721.07007357705,126423.0754160161,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,Napa,50843.15072887862,67022.40247853984,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,San Francisco,407111.6346599319,740261.1068997106,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,San Mateo,288092.1088827123,415871.13435043284,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,Santa Clara,662513.9292800567,1100435.6948574435,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,Solano,146225.11522972802,126316.6372977369,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2023 EIR Alt1,Sonoma,189045.25571790972,215772.0736335219,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,Alameda,840886.1059750738,1108908.9263433209,237106.8555561331,212559.92027689097,0.25300805777607854,0.1594413133157182
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,Contra Costa,492199.51309177344,526311.9988540229,88850.42808350892,112298.7298538544,0.09480904375057098,0.08423533913760219
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,Marin,130961.0672677463,126377.50078444314,23239.99719416925,-45.57463157296297,0.024798551433812325,-3.4185556253538015e-05
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,Napa,56242.225802319525,72471.37214018722,5399.075073440901,5448.969661647381,0.0057611556397833864,0.004087275145468786
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,San Francisco,578865.9257207711,959841.7950305782,171754.2910608392,219580.68813086755,0.18327272526172297,0.1647075951512807
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,San Mateo,394498.95523056824,593024.4342623778,106406.84634785593,177153.29991194495,0.11354285587990993,0.1328827878716729
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,Santa Clara,935076.0268229671,1620722.0492218048,272562.0975429104,520286.3543643614,0.2908410503819448,0.3902670810754892
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,Solano,153019.3530669768,159625.68215597546,6794.237837248773,33309.04485823856,0.007249882822827525,0.02498513290074426
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 EIR Alt1,Sonoma,214082.82702180409,268335.24120728974,25037.571303894365,52563.16757376783,0.026716677053349482,0.03942766095827733
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,Alameda,603779.2504189407,896349.0060664299,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,Contra Costa,403349.0850082645,414013.26900016854,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,Marin,107721.07007357705,126423.0754160161,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,Napa,50843.15072887862,67022.40247853984,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,San Francisco,407111.6346599319,740261.1068997106,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,San Mateo,288092.1088827123,415871.13435043284,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,Santa Clara,662513.9292800567,1100435.6948574435,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,Solano,146225.11522972802,126316.6372977369,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2023 EIR Alt2,Sonoma,189045.25571790972,215772.0736335219,,,,
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,Alameda,846735.4026240062,1117100.776481143,242956.15220506547,220751.77041471307,0.2592496284005608,0.16558602461763483
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,Contra Costa,478246.02244464087,533150.4350146581,74896.93743637635,119137.1660144896,0.07991978397127328,0.08936485386952843
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,Marin,131393.82290673335,129983.25905027962,23672.752833156293,3560.1836342635215,0.025260329156160128,0.0026704957056469837
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,Napa,54903.83313644589,71729.87204447707,4060.6824075672703,4707.469565937237,0.0043330057529309225,0.0035310755151257314
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,San Francisco,622016.6688458706,967442.969647264,214905.03418593877,227181.8627475534,0.22931730581199436,0.1704092404193433
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,San Mateo,404255.20857680694,601896.3139719644,116163.09969409462,186025.17962153157,0.1239533971715718,0.13953758973005204
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,Santa Clara,893872.5814246848,1605251.2352884992,231358.6521446281,504815.5404310557,0.24687436004964405,0.37866241502002534
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,Solano,151092.09125877757,150498.08648296498,4866.976029049547,24181.449185228077,0.005193372201172131,0.01813851835730686
PBA50Plus_EIR/PBA50Plus_EIR_Alt2_Var4_v1,2050 EIR Alt2,Sonoma,213316.36878203374,258566.05201874924,24271.113064124016,42793.978385227325,0.025898817484692443,0.0320997867653364
