modelrun_id,modelrun_alias,superdistrict,total_households,total_jobs,hh_growth,jobs_growth,hh_share_of_growth,jobs_share_of_growth
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,7.0,112721.0,231478.0,25088.0,66611.0,0.02677005347821828,0.049974619186514545
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,8.0,102676.0,217279.0,25952.399999999994,43055.79999999999,0.02769240815880548,0.03230243066116306
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,9.0,215342.0,639634.0,92576.2,248572.2,0.0987830765629078,0.1864902348764338
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,10.0,151767.0,205035.0,27932.600000000006,62039.0,0.029805372918753188,0.046544495649550016
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,11.0,175350.0,282922.0,61003.0,105777.20000000001,0.06509301547878467,0.0793588940057316
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,12.0,157951.0,153634.0,44647.8,39301.399999999994,0.04764126250337987,0.029485708043669703
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,13.0,87425.0,62614.0,13005.199999999997,9358.400000000001,0.013877148417367835,0.007021099761226792
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,14.0,44241.0,59464.0,7423.0,12132.199999999997,0.007920683472927865,0.009102131403141098
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,15.0,122116.0,161336.0,36223.600000000006,26659.600000000006,0.038652252438360485,0.02000125140989932
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,16.0,158368.0,190640.0,45762.399999999994,48025.0,0.048830592127376275,0.03603055180724447
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,17.0,159758.0,201604.0,33139.2,40790.20000000001,0.03536105533423833,0.03060267390583787
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,18.0,279471.0,368133.0,80284.0,78620.59999999998,0.08566673204102664,0.058984770461564674
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,19.0,120658.0,186909.0,41692.2,18369.399999999994,0.04448750094166821,0.013781564151337768
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,20.0,121725.0,119198.0,27915.199999999997,35881.0,0.029786806315974124,0.026919567504336047
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,21.0,115485.0,171382.0,26833.600000000006,48198.399999999994,0.02863268921448972,0.03616064441907947
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,22.0,73651.0,91844.0,11075.400000000001,6891.399999999994,0.011817962782711206,0.005170243513262765
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,23.0,61284.0,70186.0,4357.4000000000015,2774.199999999997,0.004649546836176194,0.002081331740211504
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,24.0,119841.0,73437.0,18681.600000000006,18568.199999999997,0.019934129107887544,0.013930713005044802
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,25.0,56134.0,54530.0,3597.199999999997,11056.800000000003,0.003838378363035982,0.008295317131126304
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,26.0,96717.0,105030.0,3186.800000000003,22244.199999999997,0.003400462628523042,0.016688616356287503
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,27.0,40125.0,53355.0,4902.800000000003,7152.5999999999985,0.005231513799147347,0.005366207701332571
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,28.0,16185.0,19104.0,531.0,-1704.4000000000015,0.0005666014986022762,-0.0012787188443574705
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,29.0,74188.0,87767.0,8310.800000000003,16838.399999999994,0.008868007033114498,0.012632937918815305
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,30.0,100896.0,137927.0,13571.800000000003,25227.199999999997,0.014481736758437615,0.018926599407635972
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,31.0,38903.0,42551.0,3174.800000000003,10484.599999999999,0.003387658074882313,0.007866026516985638
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,32.0,30250.0,26996.0,7238.0,-369.0,0.0077232799376332865,-0.00027684067916446033
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,33.0,53834.0,56999.0,10117.199999999997,-1396.800000000003,0.010795519174498959,-0.0010479432538127887
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65,2050 Final Blueprint,34.0,46813.0,42340.0,5890.0,1723.0,0.006284901745324684,0.0012926734151771414
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,1.0,98749.4,404227.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,2.0,109761.4,111686.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,3.0,145624.2,192930.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,4.0,52757.2,31142.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,5.0,105090.2,135130.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,6.0,95151.2,115734.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,7.0,87633.0,164867.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,8.0,76723.6,174223.2,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,9.0,122765.8,391061.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,10.0,123834.4,142996.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,11.0,114347.0,177144.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,12.0,113303.2,114332.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,13.0,74419.8,53255.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,14.0,36818.0,47331.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,15.0,85892.4,134676.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,16.0,112605.6,142615.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,17.0,126618.8,160813.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,18.0,199187.0,289512.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,19.0,78965.8,168539.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,20.0,93809.8,83317.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,21.0,88651.4,123183.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,22.0,62575.6,84952.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,23.0,56926.6,67411.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,24.0,101159.4,54868.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,25.0,52536.8,43473.2,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,26.0,93530.2,82785.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,27.0,35222.2,46202.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,28.0,15654.0,20808.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,29.0,65877.2,70928.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,30.0,87324.2,112699.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,31.0,35728.2,32066.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,32.0,23012.0,27365.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,33.0,43716.8,58395.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2023 Final Blueprint,34.0,40923.0,40617.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,1.0,152173.0,508897.0,53423.600000000006,104669.59999999998,0.057004533593062436,0.07852226636516961
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,2.0,133176.0,119396.0,23414.600000000006,7709.399999999994,0.02498405858587066,0.005783527980575433
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,3.0,218895.0,264858.0,73270.79999999999,71928.0,0.07818207271674986,0.05395978942418736
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,4.0,69900.0,32899.0,17142.800000000003,1757.0,0.01829186573872129,0.0013180868370912188
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,5.0,165236.0,205365.0,60145.8,70234.20000000001,0.0641773163280201,0.05268911470326243
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,6.0,115989.0,142883.0,20837.800000000003,27148.600000000006,0.02223453810872941,0.020366654698608235
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,7.0,113709.0,223241.0,26076.0,58374.0,0.027823849721334688,0.04379169096662652
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,8.0,102601.0,209228.0,25877.399999999994,35004.79999999999,0.02761193775037836,0.026260310822430667
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,9.0,223665.0,632119.0,100899.2,241057.2,0.10766237834801706,0.18083911343543846
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,10.0,158336.0,206060.0,34501.600000000006,63064.0,0.03681420975401139,0.0473100900935234
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,11.0,166573.0,285180.0,52226.0,108035.20000000001,0.05572665959297536,0.08104711158936669
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,12.0,156153.0,161023.0,42849.8,46690.399999999994,0.04572198173758426,0.035026751086240086
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,13.0,88588.0,63297.0,14168.199999999997,10041.400000000001,0.015117881102232476,0.007532975051774483
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,14.0,44432.0,63781.0,7614.0,16449.199999999997,0.008124359249050557,0.012340053500672096
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,15.0,122892.0,163042.0,36999.600000000006,28365.600000000006,0.03947964834136735,0.021279638011493844
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,16.0,160324.0,198960.0,47718.399999999994,56345.0,0.0509169194102829,0.042269551984009515
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,17.0,166021.0,210088.0,39402.2,49274.20000000001,0.04204329235657208,0.0369650964303928
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,18.0,277145.0,363410.0,77958.0,73897.59999999998,0.08318345131829305,0.05543736701914173
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,19.0,118353.0,180151.0,39387.2,11611.399999999994,0.04202728692069925,0.008710776038816715
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,20.0,116645.0,123130.0,22835.199999999997,39813.0,0.024365821949555982,0.029867382609625893
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,21.0,115703.0,176404.0,27051.600000000006,53220.399999999994,0.028864843270503822,0.03992550296228201
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,22.0,72062.0,90210.0,9486.400000000001,5257.399999999994,0.010122264457603522,0.003944057903997362
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,23.0,60576.0,68115.0,3649.4000000000015,703.1999999999971,0.0038940158449547037,0.0005275348115210821
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,24.0,122265.0,80445.0,21105.600000000006,25576.199999999997,0.022520288490512408,0.01918705325145841
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,25.0,55995.0,59959.0,3458.199999999997,16485.800000000003,0.0036899998890289744,0.012367510517312703
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,26.0,96580.0,117486.0,3049.800000000003,34700.2,0.0032542252216646193,0.02603180242711025
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,27.0,39557.0,60139.0,4334.800000000003,13936.599999999999,0.004625357561437402,0.01045512180637762
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,28.0,16420.0,19916.0,766.0,-892.4000000000015,0.0008173442585727248,-0.0006694710833353476
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,29.0,72894.0,91073.0,7016.800000000003,20144.399999999994,0.007487129495500127,0.015112161912976858
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,30.0,100493.0,144283.0,13168.800000000003,31583.199999999997,0.014051492261478461,0.023693454862390086
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,31.0,38812.0,44556.0,3083.800000000003,12489.599999999999,0.003290504209643043,0.009369594399848882
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,32.0,30889.0,26271.0,7877.0,-1094.0,0.008404987891354247,-0.0008207097323721078
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,33.0,54417.0,56747.0,10700.199999999997,-1648.800000000003,0.011417424328433247,-0.0012369160939078004
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v65_exog_p92,2050 Final Blueprint,34.0,46608.0,41678.0,5685.0,1061.0,0.006066060195804099,0.000795953405892876
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,1.0,98749.4,404227.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,2.0,109761.4,111686.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,3.0,145624.2,192930.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,4.0,52757.2,31142.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,5.0,105090.2,135130.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,6.0,95151.2,115734.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,7.0,87633.0,164867.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,8.0,76723.6,174223.2,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,9.0,122765.8,391061.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,10.0,123834.4,142996.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,11.0,114347.0,177144.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,12.0,113303.2,114332.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,13.0,74419.8,53255.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,14.0,36818.0,47331.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,15.0,85892.4,134676.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,16.0,112605.6,142615.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,17.0,126618.8,160813.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,18.0,199187.0,289512.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,19.0,78965.8,168539.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,20.0,93809.8,83317.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,21.0,88651.4,123183.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,22.0,62575.6,84952.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,23.0,56926.6,67411.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,24.0,101159.4,54868.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,25.0,52536.8,43473.2,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,26.0,93530.2,82785.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,27.0,35222.2,46202.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,28.0,15654.0,20808.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,29.0,65877.2,70928.6,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,30.0,87324.2,112699.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,31.0,35728.2,32066.4,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,32.0,23012.0,27365.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,33.0,43716.8,58395.8,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2023 Final Blueprint,34.0,40923.0,40617.0,,,,
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,1.0,122709.0,562358.0,23959.600000000006,158130.59999999998,0.02556648966876758,0.11863440635307229
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,2.0,120174.0,137325.0,10412.600000000006,25638.399999999994,0.011110938009190864,0.019234710826637025
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,3.0,204036.0,286414.0,58411.79999999999,93484.0,0.06232928267726162,0.07013455234793653
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,4.0,64117.0,37433.0,11359.800000000003,6291.0,0.012121663522732683,0.004719700363921834
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,5.0,166261.0,210688.0,61170.8,75557.20000000001,0.06527331951410907,0.05668531939865122
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,6.0,108711.0,155002.0,13559.800000000003,39267.600000000006,0.014469210112462423,0.029459752982091404
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,7.0,111911.0,232549.0,24278.0,67682.0,0.02590624368429937,0.050777103803998976
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,8.0,112117.0,213744.0,35393.399999999994,39520.79999999999,0.0377671161222457,0.029649711356299787
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,9.0,240699.0,611110.0,117933.2,220048.2,0.12584258248905242,0.16508688119859236
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,10.0,161427.0,192124.0,37592.600000000006,49128.0,0.0401138090586701,0.03685732625635858
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,11.0,202240.0,265366.0,87893.0,88221.20000000001,0.09378768745959817,0.06618623903125433
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,12.0,165233.0,144860.0,51929.8,30527.399999999994,0.05541255677061247,0.022902587965281728
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,13.0,83553.0,59542.0,9133.199999999997,6286.4000000000015,0.009745732960599841,0.00471624930341094
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,14.0,41108.0,55876.0,4290.0,8544.199999999997,0.004577715849972992,0.006410119829823703
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,15.0,142244.0,151355.0,56351.600000000006,16678.600000000006,0.06013091200264291,0.012512795181959422
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,16.0,163405.0,179536.0,50799.399999999994,36921.0,0.05420634465014405,0.027699261983207442
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,17.0,162452.0,196266.0,35833.2,35452.20000000001,0.03823641202686531,0.026597323357467763
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,18.0,257740.0,400993.0,58553.0,111480.59999999998,0.06247995248565702,0.08363615138932193
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,19.0,104981.0,208192.0,26015.199999999997,39652.399999999994,0.027759951836880507,0.02974844169613322
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,20.0,134189.0,117827.0,40379.2,34510.0,0.043087296934552315,0.025890456137170954
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,21.0,113041.0,171369.0,24389.600000000006,48185.399999999994,0.026025328320396578,0.03615015894384344
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,22.0,73985.0,102966.0,11409.400000000001,18013.399999999994,0.01217459002766477,0.01351420291455564
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,23.0,64253.0,73014.0,7326.4000000000015,5602.199999999997,0.007817756970452712,0.0042029415639425974
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,24.0,127947.0,68445.0,26787.600000000006,13576.199999999997,0.028584154103201993,0.010185279936524494
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,25.0,56125.0,49470.0,3588.199999999997,5996.800000000003,0.003828848487849202,0.004498982537333726
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,26.0,96980.0,93914.0,3449.800000000003,11128.199999999997,0.003681166466022574,0.008348715560291676
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,27.0,38827.0,51470.0,3604.800000000003,5267.5999999999985,0.0038465617939353507,0.00395191442330228
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,28.0,16390.0,19395.0,736.0,-1413.4000000000015,0.0007853610409277674,-0.0010603758534997816
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,29.0,72541.0,81352.0,6663.800000000003,10423.399999999994,0.0071107186202913845,0.007819953071578893
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,30.0,103192.0,126267.0,15867.800000000003,13567.199999999997,0.01693199989841526,0.010178527861611872
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,31.0,41495.0,39019.0,5766.800000000003,6952.5999999999985,0.006153559851660668,0.005216052893054035
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,32.0,25712.0,28782.0,2700.0,1417.0,0.0028810799055774077,0.0010630766834648288
PBA50Plus_FinalBlueprint/PBA50Plus_Final_Blueprint_v69,2050 Final Blueprint,33.0,47957.0,65237.0,4240.199999999997,6841.199999999997,0.004524575931714561,0.005132477210246707
