year,geography,modelrun_id,modelrun_alias,county,jobs_office,job_spaces_office,job_spaces_office_vacant,job_spaces_office_vacant_percent,jobs,job_spaces,job_spaces_vacant,job_spaces_vacant_percent
2050,county,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Napa,9790.0,11770.0,1980.0,0.16822429906542055,75145.0,99882.0,24737.0,0.24766224144490498
2050,county,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Francisco,780725.0,802976.0,22251.0,0.02771066632128482,985911.0,1148121.0,162210.0,0.1412830180791049
2050,county,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Mateo,412812.0,424824.0,12012.0,0.028275238687079825,587581.0,625083.0,37502.0,0.05999523263310633
2050,county,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Santa Clara,876199.0,919984.0,43785.0,0.047593219012504566,1565517.0,1727695.0,162178.0,0.09386957767430015
2050,county,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Solano,46462.0,52741.0,6279.0,0.11905348779886615,149281.0,183733.0,34452.0,0.1875112255283482
2050,county,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Sonoma,167080.0,191635.0,24555.0,0.12813421347874868,268620.0,309808.0,41188.0,0.13294685740845943
2050,county,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Region,3317567.0,3476756.0,159189.0,0.04578664709286473,5435392.0,6212880.0,777488.0,0.1251413193237275
2023,county,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Alameda,443645.2,557679.2,114034.0,0.2044795645955596,896644.0,1261570.6,364924.0,0.28926165527319675
2023,county,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Contra Costa,201315.2,254498.2,53183.0,0.20897200844642516,414308.0,546623.8,132317.0,0.2420622739075759
2023,county,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Marin,79428.6,94160.6,14732.0,0.15645609734857255,127546.0,148776.0,21232.0,0.14271118997687798
2023,county,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Napa,6647.8,9976.8,3329.0,0.3336741239676049,67012.0,96325.4,29313.0,0.3043122582413362
2023,county,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,San Francisco,505439.39999999997,645806.4,140367.0,0.21735151587224902,740334.0,987019.7999999999,246695.0,0.24993926160346533
2023,county,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,San Mateo,237111.4,337146.39999999997,100035.0,0.29671086507226535,416085.0,538629.0,122549.0,0.22752024120498526
2023,county,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Santa Clara,511778.4,738283.4,226505.0,0.30679952982824754,1107401.0,1514004.6,406622.0,0.2685738207136226
