year,geography,modelrun_id,modelrun_alias,superdistrict,jobs_office,job_spaces_office,job_spaces_office_vacant,job_spaces_office_vacant_percent,jobs,job_spaces,job_spaces_vacant,job_spaces_vacant_percent
2023,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,6,66515.0,91911.0,25396.0,0.2763107789056805,115683.0,143150.8,27470.0,0.1918955395289443
2023,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,7,107577.8,147545.8,39968.0,0.27088537931950624,165143.0,210319.4,45181.0,0.21482088670850147
2023,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,8,110969.8,137698.8,26729.0,0.19411207650320847,174180.0,211961.8,37783.0,0.17825381743314125
2023,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,9,175231.6,280206.6,104975.0,0.3746342877005753,393133.0,556473.8,163343.0,0.29353223817545404
2023,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Region,2139596.0,2843819.9999999995,704224.0,0.24763311320688375,4111710.0,5542500.8,1430820.0,0.25815422525514115
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,1,431144.0,443148.0,12004.0,0.02708801574191918,533626.0,614223.0,80597.0,0.1312178150280924
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,10,120638.0,128579.0,7941.0,0.061759696373435785,206780.0,228018.0,21238.0,0.0931417695094247
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,11,145200.0,153497.0,8297.0,0.05405317367766145,258309.0,291619.0,33310.0,0.11422438181325634
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,12,47110.0,52167.0,5057.0,0.09693867770812967,133777.0,175929.0,42152.0,0.2395966554689676
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,13,25859.0,29970.0,4111.0,0.1371705038371705,66230.0,77036.0,10806.0,0.1402720805857002
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,14,12452.0,15361.0,2909.0,0.18937569168673915,59626.0,69509.0,9883.0,0.14218302665841834
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,15,73771.0,77301.0,3530.0,0.045665644687649574,157442.0,188513.0,31071.0,0.16482152424501229
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,16,51822.0,54819.0,2997.0,0.05467082580857002,182865.0,231651.0,48786.0,0.21060129246150458
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,17,75793.0,79655.0,3862.0,0.0484840876278953,198546.0,251535.0,52989.0,0.21066253205319338
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,18,274351.0,285200.0,10849.0,0.038039971949509116,391358.0,457052.0,65694.0,0.14373419217069391
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,19,158930.0,162820.0,3890.0,0.023891413831224666,208536.0,227946.0,19410.0,0.08515174646626833
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,2,106176.0,109368.0,3192.0,0.029185867895545316,138384.0,171964.0,33580.0,0.19527342932241631
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,20,49134.0,52251.0,3117.0,0.059654360682092206,109858.0,128881.0,19023.0,0.1476012755953166
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,21,108189.0,114293.0,6104.0,0.053406595329547744,174809.0,200282.0,25473.0,0.12718566820782695
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,22,65486.0,67723.0,2237.0,0.03303161407498191,101351.0,107834.0,6483.0,0.0601201847283788
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,23,44594.0,45621.0,1027.0,0.02251156265754806,76781.0,92374.0,15593.0,0.16880290990971486
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,24,25563.0,31052.0,5489.0,0.17676800206105886,65022.0,83834.0,18812.0,0.22439582985423576
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,25,15302.0,16890.0,1588.0,0.09402013025458851,50024.0,58380.0,8356.0,0.14313120931825968
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,26,31160.0,35851.0,4691.0,0.13084711723522358,99257.0,125353.0,26096.0,0.20818009939929638
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,27,6697.0,8317.0,1620.0,0.19478177227365637,55219.0,75192.0,19973.0,0.2656266624108948
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,28,3093.0,3453.0,360.0,0.10425716768027801,19926.0,24690.0,4764.0,0.19295261239368167
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,29,49524.0,55833.0,6309.0,0.11299768953844501,85845.0,99302.0,13457.0,0.13551590098890254
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,3,217721.0,223984.0,6263.0,0.02796181870133581,278609.0,319921.0,41312.0,0.12913187943273496
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,30,89912.0,102776.0,12864.0,0.12516540826652137,140087.0,161220.0,21133.0,0.13108175164371666
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,31,27644.0,33026.0,5382.0,0.16296251438260764,42688.0,49286.0,6598.0,0.13387168770036115
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,32,22673.0,24098.0,1425.0,0.05913353805295045,30915.0,33512.0,2597.0,0.07749462878968727
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,33,43018.0,45324.0,2306.0,0.050878121966287174,60990.0,66752.0,5762.0,0.08631951102588686
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,34,31175.0,32669.0,1494.0,0.04573142734702623,44864.0,48392.0,3528.0,0.07290461233261696
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,4,25684.0,26476.0,792.0,0.029913884272548725,35292.0,42013.0,6721.0,0.1599742936710066
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,5,123214.0,126257.0,3043.0,0.02410163396880965,201360.0,215344.0,13984.0,0.064937959729549
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,6,107003.0,110412.0,3409.0,0.0308752671811035,151824.0,162286.0,10462.0,0.06446643579852852
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,7,182595.0,188155.0,5560.0,0.029550104966649837,234397.0,247453.0,13056.0,0.05276153451362481
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,8,150833.0,155157.0,4324.0,0.02786854605335241,213506.0,226257.0,12751.0,0.056356267430399946
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,9,374107.0,385253.0,11146.0,0.02893163713196263,627289.0,659327.0,32038.0,0.04859197333038083
2050,superdistrict,PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Region,3317567.0,3476756.0,159189.0,0.04578664709286473,5435392.0,6212880.0,777488.0,0.1251413193237275
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,1,284237.4,358281.4,74044.0,0.20666437051993208,404694.0,528640.4,123949.0,0.2344675132661068
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,10,73700.0,109155.0,35455.0,0.324813338830104,144207.0,206432.6,62230.0,0.30145432455920235
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,11,91657.0,128753.0,37096.0,0.2881175584258231,180728.0,256035.4,75310.0,0.2941390135895271
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,12,34085.8,45169.8,11084.0,0.2453851909904405,114343.0,149210.8,34870.0,0.23369622038083035
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,13,18485.0,25840.0,7355.0,0.28463622291021673,52987.0,72203.0,19221.0,0.2662077753001953
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,14,7649.2,11460.2,3811.0,0.3325421894905848,47823.0,61687.2,13865.0,0.22476299783423467
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,15,55387.4,68784.4,13397.0,0.19476799972086695,134850.0,181090.2,46240.0,0.2553423652964103
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,16,30940.6,42661.6,11721.0,0.27474356329814165,142661.0,225686.8,83027.0,0.3678859375027693
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,17,52452.6,67725.6,15273.0,0.2255129522662036,160814.0,241708.0,80896.0,0.33468482631936053
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,18,187552.0,240640.0,53088.0,0.22061170212765957,289802.0,406621.4,116815.0,0.28728197778080544
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,19,117312.6,137867.6,20555.0,0.14909231755684438,168517.0,206464.2,37946.0,0.18378973206977287
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,2,72183.4,91784.4,19601.0,0.21355480887819717,111688.0,154284.0,42598.0,0.2761012159394364
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,20,35143.799999999996,48544.8,13401.0,0.27605428387798486,83524.0,123426.6,39904.0,0.3233014601390624
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,21,65493.6,80621.6,15128.0,0.18764202149299938,123178.0,154207.2,31029.0,0.20121628562090485
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,22,49334.600000000006,59226.6,9892.0,0.16701954864874904,84962.0,99989.6,15029.0,0.15030563178570572
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,23,35012.6,39640.6,4628.0,0.11674898967220476,67410.0,86766.4,19356.0,0.22308174592929983
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,24,16330.6,26464.6,10134.0,0.3829266265123977,55234.0,82234.0,26999.0,0.3283191867110927
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,25,10685.8,13549.8,2864.0,0.21136843348241305,43404.0,54222.4,10817.0,0.19949319838295612
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,26,22891.6,30271.6,7380.0,0.24379286195642122,83184.0,115678.40000000001,32492.0,0.2808821698778683
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,27,4331.4,7088.4,2757.0,0.3889453191129169,46203.0,72183.6,25980.0,0.3599155486841886
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,28,2316.4,2888.4,572.0,0.1980335133638,20809.0,24141.8,3333.0,0.1380592996379723
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,29,36356.4,47480.4,11124.0,0.23428614754719843,70956.0,91144.8,20189.0,0.22150468265880224
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,3,130846.59999999999,173387.6,42541.0,0.2453520320945673,192807.0,266635.0,73834.0,0.2769103831079941
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,30,65513.6,87262.6,21749.0,0.24923621345226935,112703.0,145128.8,32426.0,0.22342911951314973
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,31,18782.6,27704.6,8922.0,0.3220403831854638,32133.0,43377.2,11244.0,0.2592145182261649
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,32,18825.0,21859.0,3034.0,0.13879866416578984,27365.0,31224.0,3859.0,0.12359082756853702
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,33,34737.6,41248.6,6511.0,0.15784778150046305,58400.0,67979.8,9582.0,0.1409536362272322
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,34,25866.0,31053.0,5187.0,0.1670370012559173,41781.0,49572.2,7791.0,0.15716470118332454
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,4,18172.0,22353.0,4181.0,0.1870442446204089,31145.0,37460.4,6314.0,0.16855132353098204
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,5,63018.6,97689.6,34671.0,0.35490983687106914,135259.0,185158.8,49898.0,0.26948759659276256
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,6,66515.0,91911.0,25396.0,0.2763107789056805,115683.0,143150.8,27470.0,0.1918955395289443
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,7,107577.8,147545.8,39968.0,0.27088537931950624,165143.0,210319.4,45181.0,0.21482088670850147
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,8,110969.8,137698.8,26729.0,0.19411207650320847,174180.0,211961.8,37783.0,0.17825381743314125
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,9,175231.6,280206.6,104975.0,0.3746342877005753,393133.0,556473.8,163343.0,0.29353223817545404
2023,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,Region,2139596.0,2843819.9999999995,704224.0,0.24763311320688375,4111710.0,5542500.8,1430820.0,0.25815422525514115
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,1,431977.0,436405.0,4428.0,0.010146538192733813,526860.0,584557.0,57697.0,0.09870209406439406
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,10,126496.0,136671.0,10175.0,0.07444885893861902,213662.0,241358.0,27696.0,0.11475070227628668
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,11,174808.0,183300.0,8492.0,0.04632842334969994,290259.0,325410.0,35151.0,0.10802065087120863
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,12,50569.0,56363.0,5794.0,0.10279793481539308,135363.0,180642.0,45279.0,0.25065599362274554
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,13,27948.0,32313.0,4365.0,0.1350849503295887,65822.0,78186.0,12364.0,0.1581357276238713
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,14,13250.0,16413.0,3163.0,0.1927130932797173,60641.0,71845.0,11204.0,0.15594682998120954
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,15,77020.0,83263.0,6243.0,0.07497928251444219,158970.0,191814.0,32844.0,0.1712283774906941
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,16,52486.0,56270.0,3784.0,0.0672472009952017,183130.0,237001.0,53871.0,0.22730283838464815
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,17,71633.0,78335.0,6702.0,0.08555562647603243,189892.0,247649.0,57757.0,0.23322121228028378
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,18,261386.0,279197.0,17811.0,0.06379366540471423,353382.0,413501.0,60119.0,0.14539021671047955
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,19,147297.0,153555.0,6258.0,0.040754127185698936,184678.0,200312.0,15634.0,0.0780482447382084
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,2,96380.0,100252.0,3872.0,0.03862267086940909,126267.0,153277.0,27010.0,0.17621691447510063
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,20,61025.0,68276.0,7251.0,0.10620130060343312,112261.0,137270.0,25009.0,0.1821883878487652
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,21,98665.0,107856.0,9191.0,0.08521547248182762,163646.0,195119.0,31473.0,0.16130156468616588
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,22,55573.0,59063.0,3490.0,0.05908944686182551,85986.0,93257.0,7271.0,0.07796733757251466
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,23,36699.0,38398.0,1699.0,0.04424709620292724,67059.0,84135.0,17076.0,0.20295952932786593
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,24,25685.0,32754.0,7069.0,0.21582096843133663,68172.0,93339.0,25167.0,0.2696300581750394
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,25,13307.0,15463.0,2156.0,0.13942960615663197,49693.0,63255.0,13562.0,0.21440202355545016
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,26,27371.0,32635.0,5264.0,0.16129921863030489,101654.0,150805.0,49151.0,0.3259242067570704
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,27,5968.0,7820.0,1852.0,0.23682864450127877,44940.0,63329.0,18389.0,0.2903724991709959
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,28,3320.0,3679.0,359.0,0.09758086436531667,19465.0,23840.0,4375.0,0.18351510067114093
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,29,53627.0,62225.0,8598.0,0.13817597428686218,90939.0,108184.0,17245.0,0.15940434814760038
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,3,216737.0,223675.0,6938.0,0.031018218397228122,276693.0,311423.0,34730.0,0.11152034371257101
2050,superdistrict,PBA50Plus_DraftBlueprint/PBA50Plus_Draft_Blueprint_v8_znupd_nodevfix,2050 Draft Blueprint,30,98391.0,114333.0,15942.0,0.1394348088478392,147505.0,174824.0,27319.0,0.15626573010570632
