field name,,,
parcel_id,,,
geom_id,,,
x,,,
y,,,
total_job_spaces,,,
first_building_type,,,
zoned_du_underbuild,,,
zoned_du,,,
zoned_du_underbuild_nodev,,,
juris,,,
eirzoningmodcat,,,
hhq1,,,
hhq2,,,
hhq3,,,
hhq4,,,
tothh,,,
residential_units,,,
deed_restricted_units,,,
preserved_units,,,
inclusionary_units,,,
subsidized_units,,,
AGREMPN,,,
MWTEMPN,,,
RETEMPN,,,
FPSEMPN,,,
HEREMPN,,,
OTHEMPN,,,
totemp,,,
